name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 114933 b,332,1.94 Jupiters,7.25,2021
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 114933 b,332,1.94 Jupiters,7.25,2021
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 14810 b,165,3.9 Jupiters,8.520001,2005
HIP 14810 c,165,1.31 Jupiters,8.520001,2006
HIP 14810 d,165,0.59 Jupiters,8.520001,2009
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 75092 b,266,1.79 Jupiters,7.11,2021
HIP 78530 b,446,23 Jupiters,7.1691,2010
HIP 79098 AB b,476,20.5 Jupiters,5.86,2019
HIP 79431 b,47,2.1 Jupiters,11.394,2009
HIP 8541 b,506,5.5 Jupiters,7.88,2016
HIP 90988 b,307,1.96 Jupiters,7.75,2021
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 75092 b,266,1.79 Jupiters,7.11,2021
HIP 78530 b,446,23 Jupiters,7.1691,2010
HIP 79098 AB b,476,20.5 Jupiters,5.86,2019
HIP 79431 b,47,2.1 Jupiters,11.394,2009
HIP 8541 b,506,5.5 Jupiters,7.88,2016
HIP 90988 b,307,1.96 Jupiters,7.75,2021
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.139 Jupiters,13.229,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-11 b,1074,0.14 Jupiters,13.409,2015
K2-120 b,944,4.7 Earths,14.092,2017
K2-121 b,553,0.139 Jupiters,13.229,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-133 e,245,3.64 Earths,14.073,2019
K2-136 b,193,0.937 Earths,11.101,2017
K2-136 c,193,8.8 Earths,11.101,2017
K2-136 d,193,2.7 Earths,11.101,2017
K2-137 b,323,0.5 Jupiters,15.94,2017
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-138 b,661,3.1 Earths,12.246,2017
K2-138 c,661,6.31 Earths,12.246,2017
K2-138 d,661,7.92 Earths,12.246,2017
K2-138 e,661,12.97 Earths,12.246,2017
K2-138 f,661,1.63 Earths,12.246,2017
K2-138 g,661,4.32 Earths,12.246,2021
K2-139 b,502,0.387 Jupiters,11.652,2017
K2-13 b,1117,4.23 Earths,12.882,2015
K2-140 b,1135,0.93 Jupiters,12.727,2017
K2-141 b,202,5.08 Earths,11.454,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-197 b,808,7.08 Earths,12.199,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 c,361,2.61 Earths,10.971,2019
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,7.5 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-209 b,250,0.586 Earths,11.061,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-209 b,250,0.586 Earths,11.061,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-209 b,250,0.586 Earths,11.061,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-209 b,250,0.586 Earths,11.061,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-209 b,250,0.586 Earths,11.061,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-207 b,1184,7.3 Earths,13.175,2018
K2-208 b,838,3.46 Earths,12.577,2018
K2-209 b,250,0.586 Earths,11.061,2018
K2-255 b,625,8.75 Earths,13.662,2018
K2-256 b,1842,7.41 Earths,14.954,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2159,9.27 Earths,13.361,2018
K2-259 b,1358,5.99 Earths,12.511,2018
K2-25 b,147,11.6 Earths,16.21,2015
K2-260 b,2165,1.42 Jupiters,12.624,2018
